Student_ID,Sub1,Sub2,Sub3,Sub4
SS83607,57,68,56,59
SS83608,79,54,56,51
SS83609,82,84,75,53
SS83610,87,74,49,78
SS83611,52,63,77,91
SS83612,80,76,46,63
SS83613,89,72,48,79
SS83614,74,51,58,56
SS83615,81,83,46,87
SS83616,68,78,70,50
SS83617,87,84,93,86
SS83618,93,54,66,67
SS83619,73,86,47,69
SS83620,74,70,67,68
SS83621,92,84,51,51
SS83622,56,94,54,82
SS83623,59,92,45,57
SS83624,72,45,79,62
SS83625,65,82,58,47
SS83626,46,51,66,61
SS83627,55,93,84,92
SS83628,94,91,48,54
SS83629,55,67,45,53
SS83630,87,91,66,48
SS83631,76,50,79,75
SS83632,55,59,78,80
SS83633,87,74,55,58
SS83634,74,84,91,52
SS83635,62,85,54,90
SS83636,59,52,69,80
SS83637,58,58,88,93
SS83638,71,74,68,75
SS83639,61,70,57,67
SS83640,91,70,46,50
SS83641,92,50,90,67
SS83642,93,72,86,60
SS83643,92,68,46,65
SS83644,72,64,63,51
SS83645,54,66,71,82
SS83646,82,60,49,58
SS83647,69,47,64,74
SS83648,49,89,68,63
SS83649,47,52,78,45
SS83650,91,75,94,92
SS83651,88,86,60,82
SS83652,84,46,85,75
SS83653,90,86,58,94
SS83654,76,47,67,49
SS83655,84,59,70,62
SS83656,91,46,87,55
SS83657,55,85,66,73
SS83658,84,79,58,78
SS83659,77,56,66,86
SS83660,58,51,74,80
SS83661,75,94,71,46
SS83662,79,82,46,45
SS83663,74,81,61,46
SS83664,94,69,81,86
SS83665,84,72,87,71
SS83666,64,64,67,60
SS83667,72,80,68,46
SS83668,70,66,68,65
SS83669,85,67,94,63
SS83670,94,88,48,72
SS83671,49,66,77,82
SS83672,47,49,47,84
SS83673,58,76,83,82
SS83674,76,75,72,63
SS83675,77,74,81,90
SS83676,84,67,83,59
SS83677,83,46,53,48
SS83678,49,71,59,89
SS83679,55,66,58,58
SS83680,91,84,52,45
SS83681,73,86,70,79
SS83682,76,82,60,94
SS83683,52,46,77,68
SS83684,91,68,55,64
SS83685,82,51,84,80
SS83686,62,52,64,83
SS83687,77,55,75,53
SS83688,89,88,45,77
SS83689,84,66,86,46
SS83690,71,83,68,75
SS83691,61,55,81,67
SS83692,94,77,68,52
SS83693,68,64,84,45
SS83694,71,90,73,51
SS83695,71,70,80,84
SS83696,69,94,83,89
SS83697,62,94,58,70
SS83698,81,71,85,85
SS83699,72,52,89,51
SS83700,52,68,55,92
SS83701,59,48,54,50
SS83702,77,64,93,56
SS83703,66,93,52,74
SS83704,54,54,94,69
SS83705,53,77,78,67
SS83706,91,76,83,93
SS83707,74,55,93,79
SS83708,85,54,58,84
SS83709,58,91,76,87
SS83710,76,86,91,48
SS83711,90,69,71,86
SS83712,91,46,77,69
SS83713,90,62,45,59
SS83714,55,93,87,73
SS83715,46,82,75,80
SS83716,73,53,65,58
SS83717,58,79,53,84
SS83718,47,63,52,91
SS83719,67,64,59,45
SS83720,62,61,67,89
SS83721,74,86,58,47
SS83722,61,68,75,66
SS83723,63,87,50,85
SS83724,83,48,94,94
SS83725,58,63,76,84
SS83726,58,88,75,72
SS83727,81,73,55,47
SS83728,85,55,75,84
SS83729,61,48,78,70
SS83730,72,46,84,51
SS83731,58,80,48,56
SS83732,91,62,93,85
SS83733,49,79,69,58
SS83734,67,57,63,61
SS83735,82,68,80,70
SS83736,51,67,63,62
SS83737,84,62,75,78
SS83738,86,66,63,65
SS83739,92,50,70,89
SS83740,88,79,74,91
SS83741,94,85,59,76
SS83742,73,79,46,65
SS83743,82,58,80,48
SS83744,66,63,74,89
SS83745,71,63,45,80
SS83746,73,75,74,72
SS83747,90,64,59,65
SS83748,71,50,65,60
SS83749,71,91,94,53
SS83750,51,74,54,75
SS83751,66,87,93,56
SS83752,93,82,73,78
SS83753,72,46,51,62
SS83754,73,88,68,67
SS83755,49,71,73,86
SS83756,93,86,75,54
SS83757,54,53,74,88
SS83758,60,83,49,79
SS83759,80,68,92,94
SS83760,76,62,85,49
SS83761,75,79,84,69
SS83762,63,87,51,66
SS83763,73,65,89,63
SS83764,82,71,84,79
SS83765,62,70,61,77
SS83766,92,84,77,49
SS83767,94,90,75,80
SS83768,68,58,51,80
SS83769,50,51,83,75
SS83770,50,94,57,92
SS83771,46,55,54,45
SS83772,88,51,61,79
SS83773,71,93,83,86
SS83774,49,79,68,62
SS83775,80,81,83,79
SS83776,70,48,80,52
SS83777,74,71,84,58
SS83778,53,60,47,62
SS83779,85,80,66,54
SS83780,84,59,76,67
SS83781,61,75,94,62
SS83782,74,62,50,47
SS83783,83,49,91,51
SS83784,67,68,77,71
SS83785,56,51,53,60
SS83786,88,69,90,81
SS83787,64,91,52,83
SS83788,72,80,66,75
SS83789,49,57,69,66
SS83790,80,67,59,66
SS83791,86,87,78,56
SS83792,70,88,72,69
SS83793,85,66,61,54
SS83794,68,64,75,64
SS83795,55,53,82,77
SS83796,78,60,88,90
SS83797,63,70,75,50
SS83798,67,70,67,74
SS83799,87,51,92,45
SS83800,53,61,77,74
SS83801,52,94,71,59
SS83802,62,90,70,70
SS83803,82,70,70,71
SS83804,63,59,64,57
SS83805,93,92,74,89
SS83806,74,75,91,76
SS83807,61,78,45,88
SS83808,66,68,89,76
SS83809,80,67,75,91
SS83810,63,68,59,90
SS83811,73,67,78,83
SS83812,70,69,68,49
SS83813,82,61,66,94
SS83814,65,87,87,48
SS83815,88,66,84,86
SS83816,53,66,89,73
SS83817,56,46,76,81
SS83818,67,81,47,51
SS83819,63,54,87,94
SS83820,57,70,74,79
SS83821,75,50,60,62
SS83822,62,66,93,78
SS83823,60,62,87,63
SS83824,79,54,81,69
SS83825,61,84,73,67
SS83826,51,58,53,57
SS83827,52,69,88,79
SS83828,48,76,55,54
SS83829,69,94,57,57
SS83830,66,52,86,63
SS83831,64,60,60,92
SS83832,58,65,84,59
SS83833,70,63,73,60
SS83834,70,53,78,89
SS83835,67,62,79,83
SS83836,89,71,79,79
SS83837,52,81,53,56
SS83838,52,75,64,85
SS83839,86,77,63,86
SS83840,73,88,63,91
SS83841,50,47,70,83
SS83842,84,48,57,85
SS83843,49,50,45,58
SS83844,67,51,46,91
SS83845,46,92,69,73
SS83846,91,58,45,87
SS83847,50,72,59,75
SS83848,49,60,79,50
SS83849,88,53,72,88
SS83850,73,87,79,69
SS83851,65,58,78,50
SS83852,94,49,55,55
SS83853,76,68,55,70
SS83854,72,62,89,52
SS83855,67,82,94,83
SS83856,90,86,57,56
SS83857,70,70,57,81
SS83858,55,49,67,46
SS83859,91,64,45,48
SS83860,54,52,71,69
SS83861,91,52,80,55
SS83862,46,57,90,56
SS83863,81,77,77,52
SS83864,89,69,60,69
SS83865,54,48,64,50
SS83866,61,48,53,51
SS83867,45,93,87,52
SS83868,66,84,47,49
SS83869,54,89,45,86
SS83870,46,82,72,56
SS83871,65,57,88,87
SS83872,66,81,54,85
SS83873,89,49,55,78
SS83874,46,79,68,81
SS83875,47,45,77,45
SS83876,67,65,49,48
SS83877,84,73,53,66
SS83878,75,64,74,89
SS83879,76,66,64,62
SS83880,84,69,49,93
SS83881,48,80,57,78
SS83882,59,93,92,53
SS83883,55,71,90,54
SS83884,71,76,62,71
SS83885,45,76,91,64
SS83886,87,75,66,64
SS83887,47,65,60,79
SS83888,80,70,80,83
SS83889,52,60,80,47
SS83890,46,80,70,57
SS83891,70,72,58,62
SS83892,81,69,56,60
SS83893,56,54,94,84
SS83894,46,81,67,63
SS83895,50,64,70,92
SS83896,67,49,72,66
SS83897,74,67,89,58
SS83898,67,63,59,47
SS83899,48,53,65,71
SS83900,56,45,63,79
SS83901,64,50,57,85
SS83902,84,79,79,55
SS83903,89,81,65,67
SS83904,88,94,89,79
SS83905,80,94,67,57
SS83906,74,81,84,52
SS83907,79,76,90,69
SS83908,64,84,64,57
SS83909,58,69,57,90
SS83910,93,59,81,53
SS83911,72,62,73,60
SS83912,91,78,79,80
SS83913,71,90,56,59
SS83914,70,66,54,80
SS83915,57,82,86,60
SS83916,62,93,65,92
SS83917,69,51,65,81
SS83918,47,53,74,47
SS83919,49,88,75,69
SS83920,82,84,51,64
SS83921,55,86,54,93
SS83922,64,69,85,74
SS83923,56,88,61,94
SS83924,92,87,93,48
SS83925,72,63,81,86
SS83926,85,87,48,80
SS83927,49,91,64,58
SS83928,56,82,61,66
SS83929,84,45,66,56
SS83930,64,89,47,56
SS83931,75,62,87,88
SS83932,83,79,50,67
SS83933,56,46,59,63
SS83934,58,81,86,64
SS83935,67,79,77,82
SS83936,84,82,69,92
SS83937,73,87,67,49
SS83938,53,46,72,58
SS83939,93,50,75,71
SS83940,54,73,46,67
SS83941,47,74,74,92
SS83942,90,68,93,77
SS83943,59,58,60,49
SS83944,85,71,72,58
SS83945,51,79,56,88
SS83946,56,63,55,94
SS83947,67,47,63,58
SS83948,83,66,73,59
SS83949,87,79,71,83
SS83950,68,80,51,64
SS83951,82,85,59,58
SS83952,72,83,47,64
SS83953,83,79,73,93
SS83954,89,52,65,46
SS83955,45,47,82,88
SS83956,84,78,49,84
SS83957,74,73,77,83
SS83958,85,67,60,65
SS83959,53,67,69,82
SS83960,45,92,47,69
SS83961,50,48,91,51
SS83962,93,48,76,48
SS83963,82,84,78,52
SS83964,50,82,90,87
SS83965,79,53,86,46
SS83966,52,94,90,62
SS83967,84,53,62,60
SS83968,87,50,80,90
SS83969,91,82,79,55
SS83970,91,73,92,52
SS83971,88,54,71,88
SS83972,51,90,64,85
SS83973,89,89,78,84
SS83974,49,53,74,93
SS83975,60,67,92,94
SS83976,57,75,71,85
SS83977,72,69,69,75
SS83978,47,74,75,57
SS83979,52,68,62,82
SS83980,66,87,79,88
SS83981,66,56,62,62
SS83982,69,93,50,50
SS83983,74,55,84,81
SS83984,67,49,94,85
SS83985,57,49,53,94
SS83986,70,67,69,50
SS83987,86,70,79,79
SS83988,61,85,74,52
SS83989,68,92,55,74
SS83990,51,59,59,87
SS83991,66,71,73,51
SS83992,53,51,51,67
SS83993,88,83,63,93
SS83994,92,48,82,51
SS83995,85,50,71,70
SS83996,62,77,75,83
SS83997,85,59,47,90
SS83998,70,46,67,75
SS83999,65,91,85,91
SS84000,71,60,66,83
SS84001,48,60,88,80
SS84002,62,70,72,54
SS84003,50,50,53,82
SS84004,71,91,89,70
SS84005,90,66,65,89
SS84006,80,87,53,66
SS84007,89,58,82,63
SS84008,80,72,84,86
SS84009,55,67,63,89
SS84010,87,75,72,84
SS84011,54,65,79,70
SS84012,88,79,60,72
SS84013,80,65,59,75
SS84014,66,65,69,59
SS84015,92,80,54,48
SS84016,78,55,88,86
SS84017,90,59,89,59
SS84018,68,70,47,71
SS84019,71,79,82,45
SS84020,71,81,59,71
SS84021,49,90,68,87
SS84022,60,83,64,71
SS84023,78,50,53,89
SS84024,88,47,78,49
SS84025,65,59,64,93
SS84026,91,90,75,85
SS84027,72,48,84,79
SS84028,68,82,61,90
SS84029,73,84,49,74
SS84030,87,67,62,79
SS84031,55,91,74,87
SS84032,69,53,62,91
SS84033,77,71,54,84
SS84034,52,69,58,85
SS84035,89,48,83,94
SS84036,70,49,68,58
SS84037,88,58,49,58
SS84038,66,50,76,53
SS84039,63,61,51,69
SS84040,78,75,73,69
SS84041,69,77,49,93
SS84042,92,47,70,74
SS84043,66,79,48,90
SS84044,68,71,45,53
SS84045,63,51,88,81
SS84046,67,48,52,82
SS84047,81,59,47,69
SS84048,89,91,91,94
SS84049,72,79,74,73
SS84050,57,51,88,88
SS84051,82,65,52,54
SS84052,55,51,45,74
SS84053,71,59,61,49
SS84054,68,89,58,74
SS84055,76,83,94,47
SS84056,72,59,61,76
SS84057,65,60,62,58
SS84058,68,89,89,53
SS84059,85,69,51,78
SS84060,57,87,90,54
SS84061,87,74,84,88
SS84062,52,91,45,70
SS84063,61,52,71,61
SS84064,47,77,47,71
SS84065,72,80,86,91
SS84066,65,49,64,63
SS84067,48,78,74,52
SS84068,51,92,90,87
SS84069,87,90,82,89
SS84070,80,76,56,77
SS84071,69,85,56,69
SS84072,54,55,56,60
SS84073,46,88,89,75
SS84074,58,52,74,62
SS84075,62,70,80,83
SS84076,73,90,89,53
SS84077,63,72,69,92
SS84078,91,76,45,68
SS84079,60,56,71,77
SS84080,86,50,88,93
SS84081,66,90,82,55
SS84082,89,65,85,82
SS84083,52,74,47,87
SS84084,56,76,67,87
SS84085,88,86,86,66
SS84086,81,64,51,58
SS84087,65,53,73,66
SS84088,78,51,67,69
SS84089,64,87,66,85
SS84090,68,64,93,50
SS84091,55,74,74,73
SS84092,79,52,80,70
SS84093,85,49,75,45
SS84094,60,72,70,52
SS84095,54,76,91,51
SS84096,48,83,50,57
SS84097,47,89,81,60
SS84098,49,80,88,59
SS84099,69,88,65,94
SS84100,78,45,76,87
SS84101,53,82,78,67
SS84102,52,72,94,63
SS84103,45,94,82,76
SS84104,91,94,68,87
SS84105,64,61,57,51
SS84106,87,78,91,79
SS84107,45,90,67,59
SS84108,87,53,68,67
SS84109,66,51,70,91
SS84110,46,89,71,70
SS84111,83,52,82,67
SS84112,55,81,46,65
SS84113,75,58,57,88
SS84114,78,81,54,50
SS84115,91,51,60,63
SS84116,92,89,84,84
SS84117,51,88,91,65
SS84118,78,53,56,84
SS84119,67,81,58,88
SS84120,82,77,71,57
SS84121,70,51,50,65
SS84122,85,86,71,76
SS84123,58,65,79,85
SS84124,64,56,65,86
SS84125,67,65,90,54
SS84126,88,54,63,75
SS84127,87,83,51,75
SS84128,91,82,76,60
SS84129,46,61,73,74
SS84130,77,70,50,75
SS84131,77,88,61,56
SS84132,56,90,80,85
SS84133,65,47,52,65
SS84134,61,45,61,85
SS84135,78,56,93,84
SS84136,47,94,92,93
SS84137,48,85,71,81
SS84138,75,89,56,79
SS84139,54,66,52,68
SS84140,49,82,76,73
SS84141,82,49,77,58
SS84142,65,56,65,90
SS84143,59,72,64,57
SS84144,92,49,53,55
SS84145,58,66,75,65
SS84146,85,88,74,80
SS84147,73,53,57,84
SS84148,93,89,45,87
SS84149,73,60,59,52
SS84150,60,47,77,69
SS84151,59,79,63,45
SS84152,71,93,83,88
SS84153,74,89,83,55
SS84154,55,83,64,73
SS84155,79,76,92,71
SS84156,66,69,54,63
SS84157,64,45,64,50
SS84158,89,58,55,45
SS84159,74,82,53,87
SS84160,91,63,90,84
SS84161,80,59,45,84
SS84162,50,79,76,72
SS84163,69,73,81,72
SS84164,77,86,49,70
SS84165,89,90,72,50
SS84166,82,90,94,79
SS84167,58,91,46,58
SS84168,82,48,93,51
SS84169,73,49,82,92
SS84170,63,49,85,76
SS84171,87,90,52,70
SS84172,91,78,46,47
SS84173,91,93,70,57
SS84174,58,77,72,93
SS84175,91,61,74,93
SS84176,74,63,51,85
SS84177,73,57,60,86
SS84178,74,63,84,93
SS84179,82,70,90,91
SS84180,47,66,54,46
SS84181,56,85,72,77
SS84182,53,73,60,46
SS84183,49,58,71,45
SS84184,72,87,49,53
SS84185,65,86,86,61
SS84186,64,70,65,64
SS84187,87,72,72,56
SS84188,62,82,60,51
SS84189,92,61,85,92
SS84190,50,86,91,46
SS84191,80,70,83,50
SS84192,83,77,65,54
SS84193,65,51,57,70
SS84194,52,48,58,69
SS84195,71,49,74,79
SS84196,66,53,50,74
SS84197,57,78,74,63
SS84198,94,46,50,62
SS84199,48,92,70,80
SS84200,86,76,71,92
SS84201,85,71,76,66
SS84202,50,94,82,92
SS84203,86,75,55,79
SS84204,49,56,75,47
SS84205,51,77,68,93
SS84206,82,82,51,90
SS84207,71,87,45,86
SS84208,90,62,48,91
SS84209,71,52,65,79
SS84210,81,55,46,47
SS84211,78,59,62,76
SS84212,62,93,49,73
SS84213,72,57,75,67
SS84214,73,60,52,51
SS84215,91,50,67,85
SS84216,85,71,53,72
SS84217,55,63,78,80
SS84218,68,80,90,61
SS84219,78,59,59,78
SS84220,64,46,74,76
SS84221,70,89,91,71
SS84222,62,78,93,71
SS84223,77,72,75,69
SS84224,61,77,45,54
SS84225,77,74,80,65
SS84226,74,83,71,54
SS84227,57,73,45,46
SS84228,58,67,55,60
SS84229,59,66,88,53
SS84230,60,61,77,72
SS84231,69,55,56,65
SS84232,71,71,75,51
SS84233,85,86,92,93
SS84234,68,80,56,72
SS84235,77,79,69,60
SS84236,82,93,64,57
SS84237,70,63,84,76
SS84238,59,55,56,66
SS84239,92,93,55,49
SS84240,93,66,78,67
SS84241,58,61,66,80
SS84242,87,81,67,50
SS84243,70,90,60,67
SS84244,90,77,47,83
SS84245,70,67,66,67
SS84246,62,55,83,61
SS84247,81,49,84,67
SS84248,88,86,90,46
SS84249,71,75,60,61
SS84250,73,64,53,83
SS84251,79,64,86,49
SS84252,50,81,69,46
SS84253,93,70,84,83
SS84254,56,92,90,66
SS84255,60,66,83,90
SS84256,88,79,64,79
SS84257,70,58,46,91
SS84258,49,63,51,50
SS84259,78,56,89,58
SS84260,68,68,91,77
SS84261,52,90,74,75
SS84262,59,66,92,62
SS84263,91,68,58,84
SS84264,81,61,81,69
SS84265,74,60,47,82
SS84266,71,81,58,53
SS84267,86,80,94,48
SS84268,57,93,70,94
SS84269,93,54,89,45
SS84270,76,59,65,92
SS84271,69,68,57,50
SS84272,55,92,86,76
SS84273,70,72,69,70
SS84274,62,83,88,89
SS84275,50,57,54,69
SS84276,62,71,52,63
SS84277,83,46,85,47
SS84278,73,62,48,47
SS84279,53,52,63,78
SS84280,93,64,48,62
SS84281,52,75,92,69
SS84282,80,51,53,87
SS84283,55,69,50,70
SS84284,47,92,56,53
SS84285,79,89,53,60
SS84286,46,85,57,87
SS84287,73,51,73,56
SS84288,51,79,86,50
SS84289,58,73,65,53
SS84290,48,47,91,56
SS84291,57,79,47,64
SS84292,90,82,53,77
SS84293,80,71,79,55
SS84294,86,72,81,64
SS84295,91,70,58,52
SS84296,55,78,75,63
SS84297,61,52,82,90
SS84298,84,60,76,60
SS84299,55,75,46,72
SS84300,89,58,75,76
SS84301,46,74,47,61
SS84302,77,85,77,81
SS84303,76,83,74,78
SS84304,91,74,66,66
SS84305,56,46,79,81
SS84306,69,94,78,72
SS84307,46,48,47,66
SS84308,83,56,70,87
SS84309,57,83,75,69
SS84310,84,82,62,93
SS84311,45,80,73,87
SS84312,74,59,55,74
SS84313,68,86,94,71
SS84314,91,73,80,60
SS84315,47,59,47,69
SS84316,88,49,55,62
SS84317,65,59,57,67
SS84318,87,69,73,75
SS84319,55,91,62,85
SS84320,50,84,51,90
SS84321,52,74,94,53
SS84322,93,54,93,88
SS84323,92,73,67,90
SS84324,46,52,79,91
SS84325,51,80,49,63
SS84326,63,65,53,62
SS84327,74,64,94,79
SS84328,62,46,62,57
SS84329,82,94,59,56
SS84330,65,51,92,47
SS84331,78,83,51,94
SS84332,55,74,61,54
SS84333,49,64,51,59
SS84334,85,55,78,67
SS84335,92,83,52,71
SS84336,90,54,67,58
SS84337,80,76,80,65
SS84338,81,77,51,77
SS84339,81,82,50,93
SS84340,47,77,91,55
SS84341,88,92,52,70
SS84342,57,81,67,77
SS84343,74,91,94,47
SS84344,56,90,80,85
SS84345,94,88,50,81
SS84346,78,46,77,78
SS84347,51,91,72,93
SS84348,71,80,81,85
SS84349,81,75,76,63
SS84350,49,68,82,82
SS84351,91,67,92,47
SS84352,77,61,84,66
SS84353,69,71,80,60
SS84354,75,49,88,91
SS84355,76,57,82,61
SS84356,56,88,85,74
SS84357,83,71,54,49
SS84358,66,77,57,72
SS84359,53,51,51,82
SS84360,92,78,72,70
SS84361,86,91,81,56
SS84362,84,92,54,63
SS84363,47,64,49,61
SS84364,57,61,50,59
SS84365,82,89,82,63
SS84366,74,90,54,45
SS84367,62,49,80,58
SS84368,64,82,61,90
SS84369,78,57,80,68
SS84370,55,67,87,69
SS84371,51,55,62,61
SS84372,59,46,84,87
SS84373,69,47,88,50
SS84374,73,51,66,59
SS84375,74,74,65,69
SS84376,60,89,60,46
SS84377,49,70,88,64
SS84378,67,73,68,71
SS84379,80,64,76,67
SS84380,86,77,90,45
SS84381,71,78,73,68
SS84382,49,46,75,68
SS84383,80,86,94,67
SS84384,77,85,70,88
SS84385,48,54,57,48
SS84386,92,50,63,58
SS84387,75,91,92,85
SS84388,68,70,68,53
SS84389,61,66,78,92
SS84390,55,61,66,50
SS84391,48,68,61,58
SS84392,64,82,94,76
SS84393,75,67,68,64
SS84394,59,89,59,77
SS84395,60,53,59,70
SS84396,58,87,56,54
SS84397,75,57,78,62
SS84398,62,93,83,70
SS84399,70,62,69,61
SS84400,58,81,68,74
SS84401,88,70,66,77
SS84402,77,75,68,80
SS84403,56,48,65,51
SS84404,67,54,49,86
SS84405,56,85,56,83
SS84406,76,54,52,87
SS84407,49,93,91,49
SS84408,69,73,80,69
SS84409,49,87,56,59
SS84410,80,52,45,57
SS84411,74,57,91,66
SS84412,58,60,86,77
SS84413,86,76,63,50
SS84414,92,92,79,62
SS84415,63,65,83,81
SS84416,62,66,91,76
SS84417,80,83,58,91
SS84418,45,84,59,68
SS84419,77,46,74,55
SS84420,46,73,65,50
SS84421,56,64,72,64
SS84422,80,84,72,92
SS84423,84,47,70,76
SS84424,94,89,57,69
SS84425,69,90,50,77
SS84426,54,77,47,67
SS84427,91,50,59,92
SS84428,81,85,55,55
SS84429,54,52,56,50
SS84430,62,89,82,72
SS84431,74,93,45,62
SS84432,68,68,53,69
SS84433,76,82,76,68
SS84434,67,65,80,46
SS84435,55,49,79,71
SS84436,67,55,91,60
SS84437,91,60,88,82
SS84438,72,60,66,66
SS84439,81,49,65,63
SS84440,50,69,67,51
SS84441,70,89,77,58
SS84442,91,51,75,82
SS84443,77,82,65,45
SS84444,92,63,45,61
SS84445,89,88,55,70
SS84446,88,71,62,77
SS84447,62,63,49,58
SS84448,85,79,70,85
SS84449,50,91,93,73
SS84450,48,68,69,78
SS84451,88,76,88,59
SS84452,79,47,79,52
SS84453,55,58,66,51
SS84454,87,76,91,65
SS84455,72,77,64,73
SS84456,73,84,86,94
SS84457,70,50,66,56
SS84458,46,51,62,63
SS84459,78,79,78,65
SS84460,56,47,58,65
SS84461,47,77,62,81
SS84462,94,86,61,80
SS84463,53,92,58,76
SS84464,77,46,79,61
SS84465,45,47,75,79
SS84466,90,81,69,61
SS84467,73,92,87,70
SS84468,57,46,48,53
SS84469,92,69,94,80
SS84470,52,64,55,82
SS84471,62,54,51,76
SS84472,94,56,48,58
SS84473,74,55,51,52
SS84474,49,89,60,79
SS84475,79,92,57,85
SS84476,92,71,48,59
SS84477,69,91,46,89
SS84478,64,87,47,45
SS84479,92,87,76,87
SS84480,83,53,87,47
SS84481,89,50,83,64
SS84482,52,48,63,86
SS84483,60,63,55,52
SS84484,93,66,66,62
SS84485,54,58,48,92
SS84486,94,47,83,90
SS84487,83,89,59,68
SS84488,64,54,67,89
SS84489,48,53,85,77
SS84490,50,57,73,66
SS84491,64,58,48,91
SS84492,51,68,51,66
SS84493,61,62,74,82
SS84494,65,89,53,66
SS84495,68,51,94,51
SS84496,53,52,70,63
SS84497,89,82,53,83
SS84498,87,94,70,94
SS84499,80,45,60,68
SS84500,62,77,80,47
SS84501,50,87,47,72
SS84502,73,51,48,51
SS84503,80,68,80,55
SS84504,63,70,70,77
SS84505,50,92,83,91
SS84506,53,91,66,85
SS84507,66,62,52,53
SS84508,82,79,77,62
SS84509,70,86,83,92
SS84510,55,53,46,62
SS84511,67,54,63,72
SS84512,81,86,46,68
SS84513,48,45,64,54
SS84514,75,46,62,50
SS84515,63,70,47,45
SS84516,85,82,85,45
SS84517,68,89,50,81
SS84518,78,68,81,88
SS84519,94,46,54,87
SS84520,58,47,66,92
SS84521,86,75,78,89
SS84522,52,48,53,70
SS84523,58,74,73,56
SS84524,49,58,53,76
SS84525,60,84,65,78
SS84526,59,82,92,91
SS84527,86,70,59,63
SS84528,55,71,46,69
SS84529,69,53,81,83
SS84530,69,58,90,63
SS84531,74,79,58,51
SS84532,73,61,86,71
SS84533,93,64,79,73
SS84534,94,83,46,66
SS84535,67,45,62,57
SS84536,53,68,82,75
SS84537,66,49,61,47
SS84538,55,94,62,72
SS84539,88,70,80,69
SS84540,50,57,77,55
SS84541,80,72,88,70
SS84542,92,86,92,45
SS84543,87,71,61,91
SS84544,53,58,66,49
SS84545,71,67,45,47
SS84546,55,80,84,72
SS84547,86,54,87,49
SS84548,63,52,59,45
SS84549,94,93,52,70
SS84550,73,54,92,93
SS84551,48,47,47,52
SS84552,88,49,78,55
SS84553,88,79,66,47
SS84554,67,51,80,48
SS84555,57,84,56,51
SS84556,91,68,75,66
SS84557,71,48,87,88
SS84558,86,72,64,69
SS84559,61,94,74,84
SS84560,56,61,61,80
SS84561,49,66,78,64
SS84562,66,83,59,78
SS84563,81,84,81,73
SS84564,89,53,59,69
SS84565,60,85,85,84
SS84566,88,46,73,71
SS84567,68,46,50,68
SS84568,70,55,84,73
SS84569,78,90,60,51
SS84570,59,69,72,91
SS84571,84,51,53,93
SS84572,46,83,72,45
SS84573,85,85,92,68
SS84574,68,49,51,52
SS84575,75,68,72,68
SS84576,55,65,75,59
SS84577,91,65,87,76
SS84578,58,83,49,46
SS84579,84,46,61,90
SS84580,48,63,54,68
SS84581,49,93,47,54
SS84582,82,75,46,75
SS84583,70,46,60,78
SS84584,65,61,69,79
SS84585,48,52,67,45
SS84586,45,93,90,54
SS84587,77,69,90,62
SS84588,88,74,53,47
SS84589,82,84,64,71
SS84590,48,47,69,48
SS84591,86,56,77,63
SS84592,79,92,58,80
SS84593,93,77,92,62
SS84594,45,65,91,45
SS84595,68,56,46,75
SS84596,85,88,78,90
SS84597,92,46,46,75
SS84598,55,58,83,83
SS84599,60,61,82,62
SS84600,66,81,76,86
SS84601,64,81,46,87
SS84602,94,60,90,76
SS84603,74,60,59,67
SS84604,48,83,54,93
SS84605,86,48,85,89
SS84606,53,67,84,65
SS84607,84,57,62,61
SS84608,62,61,73,75
SS84609,82,59,89,73
SS84610,47,50,45,67
SS84611,53,92,46,80
SS84612,94,87,58,68
SS84613,59,73,63,49
SS84614,48,65,68,75
SS84615,53,78,78,88
SS84616,70,54,94,52
SS84617,84,88,64,70
SS84618,51,46,53,84
SS84619,52,50,65,77
SS84620,91,79,85,60
SS84621,75,51,93,94
SS84622,67,88,86,91
SS84623,52,84,92,63
SS84624,89,45,88,90
SS84625,79,65,47,90
SS84626,89,80,57,78
SS84627,68,91,60,63
SS84628,78,86,45,85
SS84629,77,82,64,73
SS84630,57,88,45,90
SS84631,48,47,70,66
SS84632,87,89,88,65
SS84633,57,87,53,47
SS84634,94,83,57,64
SS84635,57,45,80,72
SS84636,84,86,78,71
SS84637,76,85,76,72
SS84638,79,52,77,83
SS84639,60,89,84,52
SS84640,72,70,56,85
SS84641,79,70,87,56
SS84642,71,81,60,50
SS84643,59,56,94,56
SS84644,68,81,87,55
SS84645,66,73,59,47
SS84646,47,53,63,53
SS84647,49,56,58,87
SS84648,56,73,74,56
SS84649,85,52,83,64
SS84650,51,82,53,50
SS84651,91,74,82,92
SS84652,68,69,83,83
SS84653,52,57,63,59
SS84654,74,58,65,87
SS84655,69,73,60,65
SS84656,57,75,87,68
SS84657,69,64,45,82
SS84658,88,46,71,78
SS84659,63,48,74,52
SS84660,66,61,45,61
SS84661,67,72,51,73
SS84662,54,47,71,52
SS84663,59,75,63,47
SS84664,89,84,53,65
SS84665,51,88,60,55
SS84666,45,81,49,79
SS84667,81,84,57,55
SS84668,75,94,70,70
SS84669,81,49,67,68
SS84670,87,88,79,83
SS84671,74,86,65,62
SS84672,69,50,48,51
SS84673,57,58,68,75
SS84674,62,50,72,68
SS84675,77,84,90,74
SS84676,87,63,48,56
SS84677,49,89,70,74
SS84678,79,52,55,48
SS84679,76,75,85,51
SS84680,73,64,83,86
